loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,sub_grade,emp_length,annual_inc,loan_status,dti,delinq_2yrs,inq_last_6mths,open_acc,pub_rec,revol_bal,revol_util,total_acc,last_pymnt_amnt,pub_rec_bankruptcies,EMPLOYED_RATIO,EMPLOYED_TERM_RATIO,GRADE_DIST_TO_C3,FUND_LOAN_RATIO,FUND_INV_RATIO,ADJ_SALARY,ADJ_DTI,LOAN_PMNT_LEN,LAST_PMNT_RATIO,grade_A,grade_B,grade_C,grade_D,grade_E,grade_F,grade_G,home_ownership_MORTGAGE,home_ownership_OWN,home_ownership_RENT,verification_status_Not Verified,verification_status_Source Verified,verification_status_Verified,purpose_car,purpose_credit_card,purpose_debt_consolidation,purpose_home_improvement,purpose_house,purpose_major_purchase,purpose_medical,purpose_moving,purpose_other,purpose_renewable_energy,purpose_small_business,purpose_vacation,purpose_wedding
9000,9000,9000.0,36,0.1349,305.38,3.0,1,30000.0,Charged Off,10.08,0,1,4,0,10452,0.917,9,305.38,0,0.08,0.3333333333333333,0.18232155679395445,1.0,1.0,30000.0,30000.0,0.3484,0.03393111111111111,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3000,3000,3000.0,36,0.0991,96.68,2.0,3,15000.0,Fully Paid,12.56,0,2,11,0,7323,0.431,11,102.43,0,0.21818181818181817,1.0,0.587786664902119,1.0,1.0,15000.0,15000.0,0.4882,0.03414333333333334,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
10000,10000,10000.0,36,0.1065,325.74,2.2,3,100000.0,Charged Off,7.06,0,2,14,0,11997,0.555,29,325.74,0,0.1180327868852459,1.0,0.49247648509779396,1.0,1.0,100000.0,100000.0,0.11997,0.032574,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1000,1000,1000.0,36,0.1629,35.31,4.0,1,28000.0,Fully Paid,20.31,0,1,11,0,6524,0.815,23,36.32,0,0.09022556390977443,0.3333333333333333,0.10536051565782634,1.0,1.0,22400.0,22400.0,0.233,0.03632,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
10000,10000,10000.0,36,0.1527,347.98,3.6,4,42000.0,Fully Paid,18.6,0,2,14,0,24043,0.7020000000000001,28,370.46,0,0.200836820083682,1.3333333333333333,0.0,1.0,1.0,33600.0,33600.0,0.5724523809523809,0.037045999999999996,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3600,3600,3600.0,36,0.0603,109.57,1.0,10,110000.0,Fully Paid,10.52,0,0,20,0,22836,0.16,42,583.45,0,0.4819277108433735,3.3333333333333335,1.2809338454620642,1.0,1.0,88000.0,88000.0,0.2076,0.16206944444444446,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6000,6000,6000.0,36,0.1171,198.46,2.4,1,84000.0,Fully Paid,18.44,2,0,4,0,0,0.3773,14,16.98,0,0.0851063829787234,0.3333333333333333,0.4054651081081644,1.0,1.0,84000.0,84000.0,0.0,0.00283,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
9200,9200,9200.0,36,0.0603,280.01,1.0,6,77385.19,Fully Paid,9.86,0,0,8,0,7314,0.231,28,8061.1,0,0.39779005524861877,2.0,1.2809338454620642,1.0,1.0,61908.152,61908.152,0.0945142087265018,0.8762065217391305,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
20250,20250,19142.1610771474,60,0.1527,484.63,3.6,3,43370.0,Fully Paid,26.53,0,3,8,0,17813,0.856,22,6024.09,0,0.16143497757847533,0.6,0.0,1.0,0.945291905044316,43370.0,43370.0,0.41072169702559375,0.29748592592592593,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
21000,21000,21000.0,36,0.1242,701.73,2.6,10,105000.0,Charged Off,13.22,0,0,7,0,32135,0.903,38,701.73,0,0.29411764705882354,3.3333333333333335,0.3254224004346279,1.0,1.0,105000.0,105000.0,0.30604761904761907,0.033415714285714285,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
10000,10000,10000.0,36,0.1171,330.76,2.4,10,50000.0,Fully Paid,11.18,0,0,8,0,10056,0.8240000000000001,21,349.21,0,0.3076923076923077,3.3333333333333335,0.4054651081081644,1.0,1.0,50000.0,50000.0,0.20112,0.034921,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
10000,10000,10000.0,36,0.1171,330.76,2.4,5,50000.0,Fully Paid,16.01,0,0,6,0,17800,0.9179999999999999,17,4942.63,0,0.4580152671755725,1.6666666666666667,0.4054651081081644,1.0,1.0,40000.0,40000.0,0.356,0.494263,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6000,6000,6000.0,36,0.1171,198.46,2.4,1,76000.0,Charged Off,2.4,0,1,7,0,5963,0.297,7,198.46,0,0.06521739130434782,0.3333333333333333,0.4054651081081644,1.0,1.0,60800.0,60800.0,0.07846052631578948,0.03307666666666667,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
15000,15000,15000.0,36,0.0991,483.38,2.0,2,92000.0,Fully Paid,29.44,0,0,8,0,13707,0.9390000000000001,31,2447.05,0,0.1889763779527559,0.6666666666666666,0.587786664902119,1.0,1.0,92000.0,92000.0,0.1489891304347826,0.16313666666666668,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
15000,15000,8725.0,36,0.1427,514.64,3.2,9,60000.0,Charged Off,15.22,0,1,7,0,5872,0.5760000000000001,11,0.0,0,0.6,3.0,0.11778303565638337,1.0,0.5816666666666667,48000.0,48000.0,0.09786666666666667,0.0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5000,5000,5000.0,60,0.1677,123.65,4.2,2,50004.0,Charged Off,13.97,3,0,14,0,4345,0.595,22,123.65,0,0.15384615384615385,0.4,0.1541506798272585,1.0,1.0,40003.200000000004,40003.200000000004,0.08689304855611552,0.024730000000000002,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4000,4000,4000.0,36,0.1171,132.31,2.4,10,106000.0,Fully Paid,5.63,1,0,12,0,6110,0.377,44,2638.77,0,0.2926829268292683,3.3333333333333335,0.4054651081081644,1.0,1.0,84800.0,84800.0,0.05764150943396226,0.6596925,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8500,8500,8500.0,36,0.1171,281.15,2.4,1,25000.0,Fully Paid,12.19,0,0,8,0,6441,0.591,12,581.59,0,0.12244897959183673,0.3333333333333333,0.4054651081081644,1.0,1.0,25000.0,25000.0,0.25764,0.06842235294117648,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4375,4375,4375.0,36,0.0751,136.11,1.4,7,17108.0,Fully Paid,20.34,0,0,6,0,11210,0.8690000000000001,12,144.94,0,0.23140495867768596,2.3333333333333335,0.9444616088408513,1.0,1.0,17108.0,17108.0,0.6552490063128361,0.03312914285714286,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
31825,31825,31825.0,36,0.079,995.82,1.6,5,75000.0,Fully Paid,14.03,0,0,12,0,23151,0.27399999999999997,26,16966.7,0,0.13544018058690746,1.6666666666666667,0.8109302162163285,1.0,1.0,75000.0,75000.0,0.30868,0.5331249018067558,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
10000,10000,9975.0,60,0.1596,242.97,3.8,2,29120.0,Fully Paid,22.83,0,1,11,0,16158,0.636,31,241.99,0,0.100418410041841,0.4,0.054067221270275745,1.0,0.9975,29120.0,29120.0,0.5548763736263737,0.024199000000000002,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
5000,5000,5000.0,36,0.08900000000000001,158.77,1.8,2,24044.0,Fully Paid,11.93,0,0,8,0,2224,0.293,16,163.64,0,0.14814814814814814,0.6666666666666666,0.6931471805599452,1.0,1.0,24044.0,24044.0,0.09249708867077025,0.032728,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
7000,7000,7000.0,36,0.1596,245.97,3.8,7,34000.0,Fully Paid,6.35,0,1,6,0,6113,0.605,6,260.74,0,0.7241379310344828,2.3333333333333335,0.054067221270275745,1.0,1.0,34000.0,34000.0,0.17979411764705883,0.03724857142857143,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
12400,12400,12400.0,36,0.1065,403.91,2.2,10,41000.0,Fully Paid,11.8,0,2,9,0,11095,0.5720000000000001,12,417.61,0,0.7547169811320755,3.3333333333333335,0.49247648509779396,1.0,1.0,32800.0,32800.0,0.270609756097561,0.03367822580645161,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
10800,10800,10800.0,36,0.0991,348.03,2.0,2,55596.0,Fully Paid,5.5,0,0,7,0,2535,0.133,18,3483.79,0,0.11320754716981132,0.6666666666666666,0.587786664902119,1.0,1.0,55596.0,55596.0,0.04559680552557738,0.32257314814814814,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
15000,15000,15000.0,36,0.079,469.36,1.6,1,45000.0,Fully Paid,8.48,0,0,7,0,6704,0.504,27,5872.8,0,0.0736196319018405,0.3333333333333333,0.8109302162163285,1.0,1.0,45000.0,45000.0,0.14897777777777776,0.39152000000000003,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
6000,6000,6000.0,36,0.1242,200.5,2.6,1,36852.0,Fully Paid,10.62,0,1,7,0,7310,0.665,12,1923.53,0,0.08695652173913043,0.3333333333333333,0.3254224004346279,1.0,1.0,36852.0,36852.0,0.19836101161402367,0.3205883333333333,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
12500,12500,12475.0,60,0.1269,282.44,2.8,1,27000.0,Fully Paid,16.04,0,3,6,0,10143,0.5,24,281.92,0,0.06666666666666667,0.2,0.2513144282809061,1.0,0.998,27000.0,27000.0,0.37566666666666665,0.0225536,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
9600,9600,9600.0,36,0.0751,298.67,1.4,4,68004.0,Fully Paid,6.63,0,0,6,0,2896,0.18100000000000002,11,311.56,0,0.3356643356643357,1.3333333333333333,0.9444616088408513,1.0,1.0,68004.0,68004.0,0.0425857302511617,0.032454166666666666,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
12000,12000,12000.0,36,0.079,375.49,1.6,10,62300.0,Fully Paid,16.7,0,0,15,0,8601,0.21,25,380.98,0,0.4067796610169492,3.3333333333333335,0.8109302162163285,1.0,1.0,49840.0,49840.0,0.1380577849117175,0.03174833333333334,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3000,3000,3000.0,36,0.1825,108.84,4.8,9,65000.0,Fully Paid,17.39,0,0,8,0,43936,0.981,22,115.38,0,0.44813278008298757,3.0,0.287682072451781,1.0,1.0,52000.0,52000.0,0.6759384615384615,0.03846,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4400,4400,4400.0,36,0.1677,156.37,4.2,10,55000.0,Fully Paid,20.01,0,0,7,0,25237,0.99,11,162.44,0,0.8695652173913043,3.3333333333333335,0.1541506798272585,1.0,1.0,44000.0,44000.0,0.45885454545454546,0.036918181818181815,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6000,6000,6000.0,36,0.0603,182.62,1.0,10,45600.0,Fully Paid,5.34,0,1,6,0,3378,0.325,28,15.01,0,0.6030150753768844,3.3333333333333335,1.2809338454620642,1.0,1.0,36480.0,36480.0,0.07407894736842105,0.002501666666666667,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
14000,14000,14000.0,36,0.0991,451.15,2.0,6,80000.0,Fully Paid,10.0,0,1,7,0,2219,0.134,40,457.91,0,0.3116883116883117,2.0,0.587786664902119,1.0,1.0,64000.0,64000.0,0.0277375,0.03270785714285714,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5000,5000,5000.0,36,0.08900000000000001,158.77,1.8,10,100000.0,Charged Off,16.33,0,0,17,0,74351,0.621,35,158.77,0,0.46875,3.3333333333333335,0.6931471805599452,1.0,1.0,100000.0,100000.0,0.74351,0.031754000000000004,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
10000,10000,10000.0,36,0.1065,325.74,2.2,6,27000.0,Fully Paid,11.47,0,0,7,0,7814,0.523,10,332.92,0,0.5142857142857142,2.0,0.49247648509779396,1.0,1.0,27000.0,27000.0,0.2894074074074074,0.033292,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
10000,10000,10000.0,36,0.0603,304.36,1.0,10,60000.0,Fully Paid,12.74,0,1,11,0,14019,0.195,18,8762.05,0,0.41522491349480967,3.3333333333333335,1.2809338454620642,1.0,1.0,48000.0,48000.0,0.23365,0.8762049999999999,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
11000,11000,11000.0,36,0.0662,337.75,1.2,5,70000.0,Fully Paid,10.85,0,0,5,0,11638,0.364,7,346.13,0,0.29850746268656714,1.6666666666666667,1.0986122886681096,1.0,1.0,56000.0,56000.0,0.16625714285714285,0.03146636363636363,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
15000,15000,15000.0,36,0.0991,483.38,2.0,8,80000.0,Charged Off,9.12,0,2,9,0,11845,0.637,28,483.38,0,0.32653061224489793,2.6666666666666665,0.587786664902119,1.0,1.0,64000.0,64000.0,0.1480625,0.032225333333333335,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
25600,25600,25350.0,36,0.0991,824.96,2.0,9,110000.0,Fully Paid,15.71,0,0,11,0,26088,0.62,27,838.27,0,0.4675324675324675,3.0,0.587786664902119,1.0,0.990234375,110000.0,110000.0,0.23716363636363635,0.032744921875,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
7000,7000,7000.0,36,0.1065,228.02,2.2,1,40000.0,Fully Paid,7.38,0,0,7,0,12168,0.929,12,240.27,0,0.09375,0.3333333333333333,0.49247648509779396,1.0,1.0,32000.0,32000.0,0.3042,0.03432428571428572,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
12000,12000,12000.0,36,0.1596,421.65,3.8,4,50000.0,Charged Off,20.88,0,2,11,0,15793,0.9079999999999999,11,421.65,0,0.3404255319148936,1.3333333333333333,0.054067221270275745,1.0,1.0,40000.0,40000.0,0.31586,0.035137499999999995,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
12000,12000,12000.0,36,0.0991,386.7,2.0,1,46000.0,Fully Paid,8.11,0,1,11,0,12143,0.521,12,964.73,0,0.05454545454545454,0.3333333333333333,0.587786664902119,1.0,1.0,36800.0,36800.0,0.2639782608695652,0.08039416666666667,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
21000,21000,20975.0,60,0.1991,555.33,5.6,7,50000.0,Charged Off,21.58,0,1,7,0,19448,0.976,14,555.33,0,0.38009049773755654,1.4,0.4418327522790393,1.0,0.9988095238095238,50000.0,50000.0,0.38896,0.026444285714285715,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
16000,16000,15950.0,60,0.1991,423.11,5.6,7,81000.0,Fully Paid,20.52,0,3,12,0,27884,0.7509999999999999,21,9931.02,0,0.35294117647058826,1.4,0.4418327522790393,1.0,0.996875,81000.0,81000.0,0.3442469135802469,0.62068875,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
10000,10000,10000.0,36,0.1242,334.16,2.6,1,39000.0,Fully Paid,18.58,0,0,5,0,12874,0.727,10,5803.94,0,0.0975609756097561,0.3333333333333333,0.3254224004346279,1.0,1.0,31200.0,31200.0,0.3301025641025641,0.580394,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
10000,10000,10000.0,36,0.1065,325.74,2.2,2,51400.0,Fully Paid,19.14,0,3,10,0,10160,0.591,24,8627.74,0,0.1437125748502994,0.6666666666666666,0.49247648509779396,1.0,1.0,41120.0,41120.0,0.19766536964980544,0.8627739999999999,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7100,7100,7100.0,36,0.1677,252.33,4.2,1,33000.0,Fully Paid,24.0,0,2,4,0,6021,0.912,8,262.78,0,0.08695652173913043,0.3333333333333333,0.1541506798272585,1.0,1.0,33000.0,33000.0,0.18245454545454545,0.0370112676056338,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
13000,13000,13000.0,60,0.1269,293.74,2.8,1,30000.0,Fully Paid,13.72,0,0,17,0,17080,0.589,27,3596.46,0,0.07317073170731707,0.2,0.2513144282809061,1.0,1.0,30000.0,30000.0,0.5693333333333334,0.27665076923076926,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
17500,8950,8925.0,60,0.1727,223.74,4.4,6,40000.0,Fully Paid,19.47,0,1,5,0,10724,0.589,6,2487.58,0,0.6206896551724138,1.2,0.20067069546215133,0.5114285714285715,0.51,40000.0,40000.0,0.2681,0.2779418994413408,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
17675,17675,17675.0,60,0.1465,417.25,3.4,1,50000.0,Fully Paid,16.46,0,2,6,0,6661,0.574,14,13814.81,0,0.07017543859649122,0.2,0.057158413839948574,1.0,1.0,50000.0,50000.0,0.13322,0.7816016973125883,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8000,8000,8000.0,36,0.1677,284.31,4.2,1,62000.0,Fully Paid,21.64,0,3,14,0,6088,0.669,20,606.54,0,0.08163265306122448,0.3333333333333333,0.1541506798272585,1.0,1.0,49600.0,49600.0,0.09819354838709678,0.0758175,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
10000,10000,9975.0,60,0.1065,215.69,2.2,10,45996.0,Charged Off,21.73,0,1,7,0,11170,0.301,15,1.0,0,0.5150214592274678,2.0,0.49247648509779396,1.0,0.9975,45996.0,45996.0,0.24284720410470476,0.0001,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
3500,3500,3500.0,36,0.1065,114.01,2.2,7,55000.0,Fully Paid,5.39,0,1,9,0,6611,0.45899999999999996,12,118.32,0,0.5419354838709678,2.3333333333333335,0.49247648509779396,1.0,1.0,44000.0,44000.0,0.1202,0.033805714285714286,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
12500,8925,8925.0,60,0.1727,223.11,4.4,5,30000.0,Charged Off,13.16,0,0,7,1,9844,0.708,28,223.11,1,0.2127659574468085,1.0,0.20067069546215133,0.714,0.714,30000.0,30000.0,0.32813333333333333,0.024998319327731094,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
16425,16425,16425.0,36,0.1427,563.53,3.2,4,44544.0,Fully Paid,22.71,0,1,10,0,15747,0.8340000000000001,18,13108.71,0,0.2857142857142857,1.3333333333333333,0.11778303565638337,1.0,1.0,44544.0,44544.0,0.353515625,0.7980949771689497,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8200,8200,8200.0,60,0.2128,223.14,6.2,4,75000.0,Charged Off,12.48,0,3,6,0,9012,0.7390000000000001,11,223.14,0,0.23880597014925373,0.8,0.5436154465889818,1.0,1.0,75000.0,75000.0,0.12016,0.027212195121951218,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
15000,15000,15000.0,36,0.1465,517.42,3.4,2,61000.0,Fully Paid,11.88,0,1,8,0,19397,0.795,18,2533.38,0,0.13953488372093023,0.6666666666666666,0.057158413839948574,1.0,1.0,61000.0,61000.0,0.31798360655737706,0.16889200000000001,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
20975,13575,13550.0,60,0.1758,341.63,4.6,5,44000.0,Fully Paid,18.79,0,0,13,1,20657,0.794,21,9245.21,1,0.35714285714285715,1.0,0.24512245803298494,0.6471990464839095,0.6460071513706794,44000.0,44000.0,0.46947727272727274,0.6810467771639042,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
6400,6400,6400.0,36,0.1677,227.45,4.2,5,75000.0,Charged Off,20.22,0,0,9,0,7159,0.675,27,227.45,0,0.22388059701492538,1.6666666666666667,0.1541506798272585,1.0,1.0,60000.0,60000.0,0.09545333333333333,0.035539062499999996,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3000,3000,3000.0,36,0.1349,101.8,3.0,1,33600.0,Fully Paid,18.11,0,0,4,0,2745,0.8320000000000001,7,2539.58,0,0.07692307692307693,0.3333333333333333,0.18232155679395445,1.0,1.0,26880.0,26880.0,0.08169642857142857,0.8465266666666666,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
