loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,sub_grade,emp_length,annual_inc,loan_status,dti,delinq_2yrs,inq_last_6mths,open_acc,pub_rec,revol_bal,revol_util,total_acc,last_pymnt_amnt,pub_rec_bankruptcies,EMPLOYED_RATIO,EMPLOYED_TERM_RATIO,GRADE_DIST_TO_C3,FUND_LOAN_RATIO,FUND_INV_RATIO,ADJ_SALARY,ADJ_DTI,LOAN_PMNT_LEN,LAST_PMNT_RATIO,grade_A,grade_B,grade_C,grade_D,grade_E,grade_F,grade_G,home_ownership_MORTGAGE,home_ownership_OWN,home_ownership_RENT,verification_status_Not Verified,verification_status_Source Verified,verification_status_Verified,purpose_car,purpose_credit_card,purpose_debt_consolidation,purpose_home_improvement,purpose_house,purpose_major_purchase,purpose_medical,purpose_moving,purpose_other,purpose_renewable_energy,purpose_small_business,purpose_vacation,purpose_wedding
6500,6500,6500,60,0.1465,153.45,3.4,5,72000,Fully Paid,16.12,0,2,14,0,4032,0.206,23,1655.54,0,0.247933884,1,0.057158414,1,1,57600,57600,0.056,0.254698462,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
12000,12000,12000,36,0.1269,402.54,2.8,10,75000,Fully Paid,10.78,0,0,12,0,23336,0.671,34,6315.3,0,0.41958042,3.333333333,0.251314428,1,1,75000,75000,0.311146667,0.526275,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
9000,9000,9000,36,0.1349,305.38,3,1,30000,Charged Off,10.08,0,1,4,0,10452,0.917,9,305.38,0,0.08,0.333333333,0.182321557,1,1,30000,30000,0.3484,0.033931111,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3000,3000,3000,36,0.0991,96.68,2,3,15000,Fully Paid,12.56,0,2,11,0,7323,0.431,11,102.43,0,0.218181818,1,0.587786665,1,1,15000,15000,0.4882,0.034143333,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
10000,10000,10000,36,0.1065,325.74,2.2,3,100000,Charged Off,7.06,0,2,14,0,11997,0.555,29,325.74,0,0.118032787,1,0.492476485,1,1,100000,100000,0.11997,0.032574,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1000,1000,1000,36,0.1629,35.31,4,1,28000,Fully Paid,20.31,0,1,11,0,6524,0.815,23,36.32,0,0.090225564,0.333333333,0.105360516,1,1,22400,22400,0.233,0.03632,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
10000,10000,10000,36,0.1527,347.98,3.6,4,42000,Fully Paid,18.6,0,2,14,0,24043,0.702,28,370.46,0,0.20083682,1.333333333,0,1,1,33600,33600,0.572452381,0.037046,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3600,3600,3600,36,0.0603,109.57,1,10,110000,Fully Paid,10.52,0,0,20,0,22836,0.16,42,583.45,0,0.481927711,3.333333333,1.280933845,1,1,88000,88000,0.2076,0.162069444,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6000,6000,6000,36,0.1171,198.46,2.4,1,84000,Fully Paid,18.44,2,0,4,0,0,0.3773,14,16.98,0,0.085106383,0.333333333,0.405465108,1,1,84000,84000,0,0.00283,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
9200,9200,9200,36,0.0603,280.01,1,6,77385.19,Fully Paid,9.86,0,0,8,0,7314,0.231,28,8061.1,0,0.397790055,2,1.280933845,1,1,61908.152,61908.152,0.094514209,0.876206522,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
20250,20250,19142.16108,60,0.1527,484.63,3.6,3,43370,Fully Paid,26.53,0,3,8,0,17813,0.856,22,6024.09,0,0.161434978,0.6,0,1,0.945291905,43370,43370,0.410721697,0.297485926,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
21000,21000,21000,36,0.1242,701.73,2.6,10,105000,Charged Off,13.22,0,0,7,0,32135,0.903,38,701.73,0,0.294117647,3.333333333,0.3254224,1,1,105000,105000,0.306047619,0.033415714,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
10000,10000,10000,36,0.1171,330.76,2.4,10,50000,Fully Paid,11.18,0,0,8,0,10056,0.824,21,349.21,0,0.307692308,3.333333333,0.405465108,1,1,50000,50000,0.20112,0.034921,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
10000,10000,10000,36,0.1171,330.76,2.4,5,50000,Fully Paid,16.01,0,0,6,0,17800,0.918,17,4942.63,0,0.458015267,1.666666667,0.405465108,1,1,40000,40000,0.356,0.494263,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6000,6000,6000,36,0.1171,198.46,2.4,1,76000,Charged Off,2.4,0,1,7,0,5963,0.297,7,198.46,0,0.065217391,0.333333333,0.405465108,1,1,60800,60800,0.078460526,0.033076667,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
15000,15000,15000,36,0.0991,483.38,2,2,92000,Fully Paid,29.44,0,0,8,0,13707,0.939,31,2447.05,0,0.188976378,0.666666667,0.587786665,1,1,92000,92000,0.14898913,0.163136667,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
15000,15000,8725,36,0.1427,514.64,3.2,9,60000,Charged Off,15.22,0,1,7,0,5872,0.576,11,0,0,0.6,3,0.117783036,1,0.581666667,48000,48000,0.097866667,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5000,5000,5000,60,0.1677,123.65,4.2,2,50004,Charged Off,13.97,3,0,14,0,4345,0.595,22,123.65,0,0.153846154,0.4,0.15415068,1,1,40003.2,40003.2,0.086893049,0.02473,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4000,4000,4000,36,0.1171,132.31,2.4,10,106000,Fully Paid,5.63,1,0,12,0,6110,0.377,44,2638.77,0,0.292682927,3.333333333,0.405465108,1,1,84800,84800,0.057641509,0.6596925,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8500,8500,8500,36,0.1171,281.15,2.4,1,25000,Fully Paid,12.19,0,0,8,0,6441,0.591,12,581.59,0,0.12244898,0.333333333,0.405465108,1,1,25000,25000,0.25764,0.068422353,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4375,4375,4375,36,0.0751,136.11,1.4,7,17108,Fully Paid,20.34,0,0,6,0,11210,0.869,12,144.94,0,0.231404959,2.333333333,0.944461609,1,1,17108,17108,0.655249006,0.033129143,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
31825,31825,31825,36,0.079,995.82,1.6,5,75000,Fully Paid,14.03,0,0,12,0,23151,0.274,26,16966.7,0,0.135440181,1.666666667,0.810930216,1,1,75000,75000,0.30868,0.533124902,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
10000,10000,9975,60,0.1596,242.97,3.8,2,29120,Fully Paid,22.83,0,1,11,0,16158,0.636,31,241.99,0,0.10041841,0.4,0.054067221,1,0.9975,29120,29120,0.554876374,0.024199,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
5000,5000,5000,36,0.089,158.77,1.8,2,24044,Fully Paid,11.93,0,0,8,0,2224,0.293,16,163.64,0,0.148148148,0.666666667,0.693147181,1,1,24044,24044,0.092497089,0.032728,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
7000,7000,7000,36,0.1596,245.97,3.8,7,34000,Fully Paid,6.35,0,1,6,0,6113,0.605,6,260.74,0,0.724137931,2.333333333,0.054067221,1,1,34000,34000,0.179794118,0.037248571,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
12400,12400,12400,36,0.1065,403.91,2.2,10,41000,Fully Paid,11.8,0,2,9,0,11095,0.572,12,417.61,0,0.754716981,3.333333333,0.492476485,1,1,32800,32800,0.270609756,0.033678226,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
10800,10800,10800,36,0.0991,348.03,2,2,55596,Fully Paid,5.5,0,0,7,0,2535,0.133,18,3483.79,0,0.113207547,0.666666667,0.587786665,1,1,55596,55596,0.045596806,0.322573148,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
15000,15000,15000,36,0.079,469.36,1.6,1,45000,Fully Paid,8.48,0,0,7,0,6704,0.504,27,5872.8,0,0.073619632,0.333333333,0.810930216,1,1,45000,45000,0.148977778,0.39152,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
6000,6000,6000,36,0.1242,200.5,2.6,1,36852,Fully Paid,10.62,0,1,7,0,7310,0.665,12,1923.53,0,0.086956522,0.333333333,0.3254224,1,1,36852,36852,0.198361012,0.320588333,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
12500,12500,12475,60,0.1269,282.44,2.8,1,27000,Fully Paid,16.04,0,3,6,0,10143,0.5,24,281.92,0,0.066666667,0.2,0.251314428,1,0.998,27000,27000,0.375666667,0.0225536,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
9600,9600,9600,36,0.0751,298.67,1.4,4,68004,Fully Paid,6.63,0,0,6,0,2896,0.181,11,311.56,0,0.335664336,1.333333333,0.944461609,1,1,68004,68004,0.04258573,0.032454167,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
12000,12000,12000,36,0.079,375.49,1.6,10,62300,Fully Paid,16.7,0,0,15,0,8601,0.21,25,380.98,0,0.406779661,3.333333333,0.810930216,1,1,49840,49840,0.138057785,0.031748333,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3000,3000,3000,36,0.1825,108.84,4.8,9,65000,Fully Paid,17.39,0,0,8,0,43936,0.981,22,115.38,0,0.44813278,3,0.287682072,1,1,52000,52000,0.675938462,0.03846,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4400,4400,4400,36,0.1677,156.37,4.2,10,55000,Fully Paid,20.01,0,0,7,0,25237,0.99,11,162.44,0,0.869565217,3.333333333,0.15415068,1,1,44000,44000,0.458854545,0.036918182,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6000,6000,6000,36,0.0603,182.62,1,10,45600,Fully Paid,5.34,0,1,6,0,3378,0.325,28,15.01,0,0.603015075,3.333333333,1.280933845,1,1,36480,36480,0.074078947,0.002501667,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
14000,14000,14000,36,0.0991,451.15,2,6,80000,Fully Paid,10,0,1,7,0,2219,0.134,40,457.91,0,0.311688312,2,0.587786665,1,1,64000,64000,0.0277375,0.032707857,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5000,5000,5000,36,0.089,158.77,1.8,10,100000,Charged Off,16.33,0,0,17,0,74351,0.621,35,158.77,0,0.46875,3.333333333,0.693147181,1,1,100000,100000,0.74351,0.031754,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
10000,10000,10000,36,0.1065,325.74,2.2,6,27000,Fully Paid,11.47,0,0,7,0,7814,0.523,10,332.92,0,0.514285714,2,0.492476485,1,1,27000,27000,0.289407407,0.033292,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
10000,10000,10000,36,0.0603,304.36,1,10,60000,Fully Paid,12.74,0,1,11,0,14019,0.195,18,8762.05,0,0.415224913,3.333333333,1.280933845,1,1,48000,48000,0.23365,0.876205,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
11000,11000,11000,36,0.0662,337.75,1.2,5,70000,Fully Paid,10.85,0,0,5,0,11638,0.364,7,346.13,0,0.298507463,1.666666667,1.098612289,1,1,56000,56000,0.166257143,0.031466364,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
15000,15000,15000,36,0.0991,483.38,2,8,80000,Charged Off,9.12,0,2,9,0,11845,0.637,28,483.38,0,0.326530612,2.666666667,0.587786665,1,1,64000,64000,0.1480625,0.032225333,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
25600,25600,25350,36,0.0991,824.96,2,9,110000,Fully Paid,15.71,0,0,11,0,26088,0.62,27,838.27,0,0.467532468,3,0.587786665,1,0.990234375,110000,110000,0.237163636,0.032744922,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
7000,7000,7000,36,0.1065,228.02,2.2,1,40000,Fully Paid,7.38,0,0,7,0,12168,0.929,12,240.27,0,0.09375,0.333333333,0.492476485,1,1,32000,32000,0.3042,0.034324286,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
12000,12000,12000,36,0.1596,421.65,3.8,4,50000,Charged Off,20.88,0,2,11,0,15793,0.908,11,421.65,0,0.340425532,1.333333333,0.054067221,1,1,40000,40000,0.31586,0.0351375,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
12000,12000,12000,36,0.0991,386.7,2,1,46000,Fully Paid,8.11,0,1,11,0,12143,0.521,12,964.73,0,0.054545455,0.333333333,0.587786665,1,1,36800,36800,0.263978261,0.080394167,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
21000,21000,20975,60,0.1991,555.33,5.6,7,50000,Charged Off,21.58,0,1,7,0,19448,0.976,14,555.33,0,0.380090498,1.4,0.441832752,1,0.998809524,50000,50000,0.38896,0.026444286,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
16000,16000,15950,60,0.1991,423.11,5.6,7,81000,Fully Paid,20.52,0,3,12,0,27884,0.751,21,9931.02,0,0.352941176,1.4,0.441832752,1,0.996875,81000,81000,0.344246914,0.62068875,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
10000,10000,10000,36,0.1242,334.16,2.6,1,39000,Fully Paid,18.58,0,0,5,0,12874,0.727,10,5803.94,0,0.097560976,0.333333333,0.3254224,1,1,31200,31200,0.330102564,0.580394,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
10000,10000,10000,36,0.1065,325.74,2.2,2,51400,Fully Paid,19.14,0,3,10,0,10160,0.591,24,8627.74,0,0.143712575,0.666666667,0.492476485,1,1,41120,41120,0.19766537,0.862774,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7100,7100,7100,36,0.1677,252.33,4.2,1,33000,Fully Paid,24,0,2,4,0,6021,0.912,8,262.78,0,0.086956522,0.333333333,0.15415068,1,1,33000,33000,0.182454545,0.037011268,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
13000,13000,13000,60,0.1269,293.74,2.8,1,30000,Fully Paid,13.72,0,0,17,0,17080,0.589,27,3596.46,0,0.073170732,0.2,0.251314428,1,1,30000,30000,0.569333333,0.276650769,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
17500,8950,8925,60,0.1727,223.74,4.4,6,40000,Fully Paid,19.47,0,1,5,0,10724,0.589,6,2487.58,0,0.620689655,1.2,0.200670695,0.511428571,0.51,40000,40000,0.2681,0.277941899,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
17675,17675,17675,60,0.1465,417.25,3.4,1,50000,Fully Paid,16.46,0,2,6,0,6661,0.574,14,13814.81,0,0.070175439,0.2,0.057158414,1,1,50000,50000,0.13322,0.781601697,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8000,8000,8000,36,0.1677,284.31,4.2,1,62000,Fully Paid,21.64,0,3,14,0,6088,0.669,20,606.54,0,0.081632653,0.333333333,0.15415068,1,1,49600,49600,0.098193548,0.0758175,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
10000,10000,9975,60,0.1065,215.69,2.2,10,45996,Charged Off,21.73,0,1,7,0,11170,0.301,15,1,0,0.515021459,2,0.492476485,1,0.9975,45996,45996,0.242847204,0.0001,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
3500,3500,3500,36,0.1065,114.01,2.2,7,55000,Fully Paid,5.39,0,1,9,0,6611,0.459,12,118.32,0,0.541935484,2.333333333,0.492476485,1,1,44000,44000,0.1202,0.033805714,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
12500,8925,8925,60,0.1727,223.11,4.4,5,30000,Charged Off,13.16,0,0,7,1,9844,0.708,28,223.11,1,0.212765957,1,0.200670695,0.714,0.714,30000,30000,0.328133333,0.024998319,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
16425,16425,16425,36,0.1427,563.53,3.2,4,44544,Fully Paid,22.71,0,1,10,0,15747,0.834,18,13108.71,0,0.285714286,1.333333333,0.117783036,1,1,44544,44544,0.353515625,0.798094977,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8200,8200,8200,60,0.2128,223.14,6.2,4,75000,Charged Off,12.48,0,3,6,0,9012,0.739,11,223.14,0,0.23880597,0.8,0.543615447,1,1,75000,75000,0.12016,0.027212195,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
15000,15000,15000,36,0.1465,517.42,3.4,2,61000,Fully Paid,11.88,0,1,8,0,19397,0.795,18,2533.38,0,0.139534884,0.666666667,0.057158414,1,1,61000,61000,0.317983607,0.168892,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
20975,13575,13550,60,0.1758,341.63,4.6,5,44000,Fully Paid,18.79,0,0,13,1,20657,0.794,21,9245.21,1,0.357142857,1,0.245122458,0.647199046,0.646007151,44000,44000,0.469477273,0.681046777,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
6400,6400,6400,36,0.1677,227.45,4.2,5,75000,Charged Off,20.22,0,0,9,0,7159,0.675,27,227.45,0,0.223880597,1.666666667,0.15415068,1,1,60000,60000,0.095453333,0.035539062,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3000,3000,3000,36,0.1349,101.8,3,1,33600,Fully Paid,18.11,0,0,4,0,2745,0.832,7,2539.58,0,0.076923077,0.333333333,0.182321557,1,1,26880,26880,0.081696429,0.846526667,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
12000,12000,12000,36,0.1677,426.47,4.2,3,50000,Fully Paid,20.57,0,1,13,0,11443,0.97,19,441.52,0,0.324324324,1,0.15415068,1,1,40000,40000,0.22886,0.036793333,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
14400,14400,14400,36,0.089,457.25,1.8,1,150000,Fully Paid,14.85,0,0,12,0,63864,0.55,38,464.02,0,0.05,0.333333333,0.693147181,1,1,150000,150000,0.42576,0.032223611,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
12000,12000,12000,36,0.1465,413.94,3.4,10,90000,Fully Paid,16.56,0,2,12,0,17116,0.785,36,11046.6,0,0.30075188,3.333333333,0.057158414,1,1,72000,72000,0.190177778,0.92055,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
11000,11000,11000,36,0.1349,373.24,3,10,48000,Fully Paid,21.82,0,3,15,0,11382,0.65,29,1491.29,0,0.674157303,3.333333333,0.182321557,1,1,48000,48000,0.237125,0.135571818,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
7250,7200,7175,60,0.2167,197.51,6.4,1,75000,Fully Paid,24.82,0,2,9,1,21706,0.912,19,6824.7,1,0.054298643,0.2,0.575364145,0.993103448,0.989655172,75000,75000,0.289413333,0.947875,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
15000,15000,15000,36,0.079,469.36,1.6,1,52000,Fully Paid,9.65,0,1,11,0,1616,0.067,29,312.74,0,0.070175439,0.333333333,0.810930216,1,1,41600,41600,0.031076923,0.020849333,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
18000,18000,18000,60,0.1991,475.99,5.6,10,65000,Fully Paid,6.81,0,0,10,0,11745,0.778,40,10783.73,0,0.394736842,2,0.441832752,1,1,52000,52000,0.180692308,0.599096111,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
35000,22075,22050,60,0.1727,551.84,4.4,3,150000,Fully Paid,7.51,0,1,11,0,7334,0.533,31,15660.22,0,0.28125,0.6,0.200670695,0.630714286,0.63,150000,150000,0.048893333,0.70940974,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
10000,10000,10000,36,0.1427,343.09,3.2,2,68000,Fully Paid,15.39,0,1,9,0,11303,0.813,15,8962.31,0,0.303797468,0.666666667,0.117783036,1,1,68000,68000,0.166220588,0.896231,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
11800,11800,11800,36,0.1269,395.83,2.8,6,42000,Fully Paid,9.86,0,0,4,0,8940,0.748,13,419.36,0,0.272727273,2,0.251314428,1,1,42000,42000,0.212857143,0.035538983,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4500,4500,4500,36,0.0603,136.96,1,4,53000,Fully Paid,4.44,0,0,7,0,8630,0.139,17,138.95,0,0.225352113,1.333333333,1.280933845,1,1,53000,53000,0.162830189,0.030877778,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7000,7000,7000,36,0.1269,234.82,2.8,10,35000,Fully Paid,11.35,0,2,10,0,7649,0.823,26,248.19,0,0.64516129,3.333333333,0.251314428,1,1,35000,35000,0.218542857,0.035455714,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
